pos,player,opp,status,points,year,week,team,team_score,team_away,team_away_score,team_manager,team_away_manager
BN,J. Smith,@LAC,L 45-0,0,2020,13,seb44,97.26,TheRealBauer,93.52,Hagen,Bauer
QB,A. Rodgers,PHI,W 30-16,22.5,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
RB,J. Taylor,@HOU,L 26-20,21,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
RB,M. Gordon,@KC,W 16-22,14.7,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
WR,T. McLaurin,@PIT,L 23-17,2.4,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
WR,D. Adams,PHI,W 30-16,29.1,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
TE,D. Waller,@NYJ,L 31-28,38.5,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
FLEX,C. Beasley,@SF,L 34-24,23.5,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
FLEX,S. Watkins,DAL,W 34-17,5.5,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
K,J. Tucker,DAL,W 34-17,8,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
DEF,K. Chiefs,DEN,W 22-16,5,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
BN,L. Fournette,BYE,BYE,0,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
BN,J. Mixon,@MIA,W 7-19,0,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
BN,C. Kirk,LAR,L 28-38,0.7,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
BN,A. Brown,BYE,BYE,0,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
BN,D. Slayton,@SEA,L 17-12,1.9,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
BN,J. Myers,NYG,L 12-17,4,2020,13,StumpfistTrumpf,170.2,Hammichan,123.84,Stumpf,Ha
QB,J. Herbert,NE,L 0-45,4.36,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
RB,B. Snell,WAS,L 17-23,2,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
RB,J. White,@LAC,L 45-0,1.6,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
WR,K. Allen,NE,L 0-45,7.3,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
WR,A. Robinson,DET,L 30-34,10.5,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
TE,T. Kelce,DEN,W 22-16,23.6,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
FLEX,J. Landry,@TEN,L 41-35,16.44,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
FLEX,J. Smith-Schuster,WAS,L 17-23,6.3,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
K,M. Prater,LAR,L 28-38,3,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
DEF,L. Raiders,@NYJ,L 31-28,10,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
BN,C. Hyde,@MIN,W 24-27,1.6,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
BN,M. Davis,NO,L 16-21,0,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
BN,C. McCaffrey,BYE,BYE,0,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
BN,J. Conner,LAR,L 28-38,0,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
BN,J. Jeudy,@KC,W 16-22,1,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
BN,N. Fant,@KC,W 16-22,7.7,2020,13,Speasy,85.1,MKx,115.22,Speasy,Marc
QB,K. Cousins,JAX,W 27-24,20.4,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
RB,W. Gallman,BUF,L 24-34,13.5,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
RB,A. Jones,PHI,W 30-16,22.3,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
WR,C. Ridley,NO,L 16-21,13.3,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
WR,D. Johnson,WAS,L 17-23,17.1,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
TE,A. Firkser,CLE,L 35-41,7.6,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
FLEX,B. Cooks,IND,L 20-26,9,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
FLEX,D. Booker,@SEA,L 17-12,5.6,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
K,T. Bass,@SF,L 34-24,9,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
DEF,M. Vikings,JAX,W 27-24,17,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
BN,T. Brady,BYE,BYE,0,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
BN,T. Gurley,BYE,BYE,2.5,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
BN,S. Shepard,@SEA,L 17-12,4.7,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
BN,J. Reynolds,CLE,L 35-41,2.6,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
BN,T. Higgins,@MIA,W 7-19,8.1,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
BN,R. Gronkowski,BYE,BYE,0,2020,13,AllTimeReadyPat,134.8,MarkusEXperte,147.82,Patrick,Markus
QB,L. Jackson,@CLE,L 47-42,34.92,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
RB,A. Kamara,@PHI,W 21-24,18.9,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
RB,J. Robinson,TEN,L 10-31,10.3,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
WR,J. Jefferson,@TB,W 14-26,7.9,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
WR,C. Kupp,NE,W 24-3,11.8,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
TE,D. Goedert,NO,W 24-21,6.3,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
FLEX,K. Drake,IND,L 27-44,13.5,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
FLEX,R. Jones,MIN,W 26-14,14.9,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
K,G. Gano,ARI,L 7-26,1,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
DEF,S. Seahawks,NYJ,W 40-3,13,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
BN,T. Hill,@PHI,W 21-24,17.94,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
BN,L. Murray,@PHI,W 21-24,1.2,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
BN,D. Henderson,NE,W 24-3,0.5,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
BN,T. Boyd,DAL,L 7-30,6.8,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
BN,D. Moore,DEN,L 27-32,0,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
BN,W. Football Team,@SF,L 23-15,25,2020,14,Hubner,132.52,Speasy,135.6,Hubner,Speasy
QB,P. Mahomes,@MIA,L 33-27,17.62,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
RB,D. Cook,@TB,W 14-26,18,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
RB,D. Montgomery,HOU,W 36-7,23,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
WR,T. Hill,@MIA,L 33-27,24.6,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
WR,D. Metcalf,NYJ,W 40-3,15.1,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
TE,T. Hockenson,GB,L 24-31,13.3,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
FLEX,K. Coutee,@CHI,W 7-36,6.9,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
FLEX,D. Swift,GB,L 24-31,13,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
K,R. Succop,MIN,W 26-14,6,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
DEF,L. Rams,NE,W 24-3,21,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
BN,N. Hines,@LV,L 44-27,9.5,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
BN,C. Samuel,@SF,L 23-15,12.5,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
BN,T. Patrick,@CAR,L 32-27,11.1,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
BN,D. Samuel,WAS,L 15-23,0.9,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
BN,H. Butker,@MIA,L 33-27,8,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
BN,I. Colts,@LV,L 44-27,13,2020,14,MarkusEXperte,158.52,AllTimeReadyPat,85.54,Markus,Patrick
QB,R. Wilson,NYJ,W 40-3,22.14,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
RB,C. Carson,NYJ,W 40-3,17.3,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
RB,E. Elliott,@CIN,L 30-7,6.9,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
WR,D. Hopkins,@NYG,L 26-7,18.1,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
WR,C. Davis,@SEA,W 3-40,1.9,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
TE,E. Ebron,@BUF,W 15-26,6,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
FLEX,M. Evans,MIN,W 26-14,7.1,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
FLEX,C. Lamb,@CIN,L 30-7,7.1,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
K,W. Lutz,@PHI,W 21-24,3,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
DEF,H. Texans,@CHI,W 7-36,2,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
BN,C. Newton,@LAR,W 3-24,3.36,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
BN,D. Dallas,NYJ,W 40-3,0.7,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
BN,M. Williams,ATL,W 20-17,0,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
BN,A. Lazard,@DET,L 31-24,2.9,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
BN,D. Schultz,@CIN,L 30-7,4.9,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
BN,B. Bills,PIT,W 26-15,13,2020,14,MKx,91.54,seb44,120.18,Marc,Hagen
QB,D. Watson,@CHI,W 7-36,16.56,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
RB,G. Bernard,MIN,W 26-14,0.8,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
RB,N. Chubb,BAL,L 42-47,23.3,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
WR,T. Lockett,NYJ,W 40-3,7.7,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
WR,A. Thielen,@TB,W 14-26,5.4,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
TE,M. Andrews,@CLE,L 47-42,10.3,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
FLEX,M. Thomas,@PHI,W 21-24,12.4,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
FLEX,B. Aiyuk,WAS,L 15-23,16.9,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
K,J. Sanders,KC,L 27-33,10,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
DEF,P. Steelers,@BUF,W 15-26,8,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
BN,J. McKissic,@SF,L 23-15,9.6,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
BN,J. Williams,GB,L 24-31,3.8,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
BN,M. Sanders,NO,W 24-21,27.6,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
BN,C. Akers,NE,W 24-3,20.4,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
BN,N. Agholor,@LAR,W 3-24,18.5,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
BN,R. Tonyan,@DET,L 31-24,12.1,2020,14,Hammichan,111.36,Blitzkoerper85,115.22,Ha,Tobsenheimi
QB,J. Allen,PIT,W 26-15,17.32,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
RB,P. Barber,@SF,L 23-15,4.8,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
RB,D. Johnson,BYE,BYE,5.9,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
WR,M. Jones,TEN,L 10-31,6.8,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
WR,R. Anderson,DEN,L 27-32,13.7,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
TE,H. Henry,@LAR,W 3-24,7.1,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
FLEX,S. Diggs,PIT,W 26-15,24.1,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
FLEX,C. Godwin,MIN,W 26-14,3.5,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
K,R. Blankenship,@LV,L 44-27,12,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
DEF,D. Cowboys,@CIN,L 30-7,20,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
BN,D. Washington,BYE,BYE,6.2,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
BN,J. Jacobs,IND,L 27-44,8.9,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
BN,D. Harris,@LAR,W 3-24,5.5,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
BN,M. Gaskin,KC,L 27-33,0,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
BN,C. Hansen,GB,L 24-31,9.1,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
BN,M. Gesicki,KC,L 27-33,21,2020,14,Blitzkoerper85,115.22,Hammichan,111.36,Tobsenheimi,Ha
QB,R. Tannehill,@JAX,L 31-10,16.48,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
RB,R. Mostert,WAS,L 15-23,8,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
RB,D. Henry,@JAX,L 31-10,35.2,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
WR,A. Cooper,@CIN,L 30-7,13.1,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
WR,A. Brown,@JAX,L 31-10,20.7,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
TE,L. Thomas,@SF,L 23-15,7.3,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
FLEX,P. Lindsay,@CHI,W 7-36,4.1,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
FLEX,M. Gallup,@CIN,L 30-7,3.3,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
K,M. Crosby,@DET,L 31-24,9,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
DEF,N. Saints,@PHI,W 21-24,3,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
BN,D. Brees,BYE,BYE,0,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
BN,D. Johnson,@CHI,W 7-36,0,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
BN,J. Wilson,WAS,L 15-23,7.9,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
BN,H. Renfrow,IND,L 27-44,3.3,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
BN,A. Green,@NYG,L 26-7,15.2,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
BN,J. Jones,@JAX,L 31-10,0,2020,14,seb44,120.18,MKx,91.54,Hagen,Marc
QB,J. Herbert,ATL,W 20-17,15.72,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
RB,M. Davis,@LAC,W 17-20,23.8,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
RB,J. Conner,@NYG,L 26-7,0.8,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
WR,K. Allen,ATL,W 20-17,15.7,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
WR,A. Robinson,HOU,W 36-7,22.8,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
TE,T. Kelce,@MIA,L 33-27,23.6,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
FLEX,J. Landry,BAL,L 42-47,6.68,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
FLEX,J. Smith-Schuster,@BUF,W 15-26,14.5,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
K,J. Myers,NYJ,W 40-3,9,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
DEF,C. Panthers,DEN,L 27-32,3,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
BN,J. White,@LAR,W 3-24,2.3,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
BN,C. McCaffrey,DEN,L 27-32,0,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
BN,M. Brown,@CLE,L 47-42,12,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
BN,J. Jeudy,@CAR,L 32-27,5.2,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
BN,N. Fant,@CAR,L 32-27,0,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
BN,B. Ravens,@CLE,L 47-42,2,2020,14,Speasy,135.6,Hubner,132.52,Speasy,Hubner
QB,T. Brady,MIN,W 26-14,15.64,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
RB,W. Gallman,WAS,L 15-23,8.8,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
RB,A. Jones,@DET,L 31-24,8.5,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
WR,C. Ridley,@LAC,W 17-20,22.4,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
WR,D. Johnson,@BUF,W 15-26,6,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
TE,R. Gronkowski,MIN,W 26-14,6.7,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
FLEX,T. Gurley,BYE,BYE,4.1,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
FLEX,T. Higgins,DAL,L 7-30,7.4,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
K,T. Bass,PIT,W 26-15,6,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
DEF,M. Vikings,@TB,W 14-26,0,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
BN,K. Cousins,@TB,W 14-26,15.1,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
BN,D. Booker,ARI,L 7-26,3.4,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
BN,B. Cooks,@CHI,W 7-36,0,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
BN,S. Shepard,ARI,L 7-26,5,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
BN,J. Reynolds,@JAX,L 31-10,1.1,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
BN,A. Firkser,@JAX,L 31-10,1,2020,14,AllTimeReadyPat,85.54,MarkusEXperte,158.52,Patrick,Markus
QB,K. Murray,PHI,W 33-26,31.14,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
RB,J. Dobbins,JAX,W 40-14,13.6,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
RB,A. Ekeler,@LV,L 30-27,9.9,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
WR,R. Woods,NYJ,L 20-23,18.6,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
WR,C. Claypool,@CIN,W 17-27,6.3,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
TE,J. Cook,@LV,L 30-27,3.9,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
FLEX,C. Edwards-Helaire,@NO,L 32-29,8.8,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
FLEX,K. Hunt,@NYG,L 20-6,4.3,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
K,Y. Koo,TB,L 27-31,11,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
DEF,C. Browns,@NYG,L 20-6,9,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
BN,C. Edmonds,PHI,W 33-26,14.1,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
BN,A. Gibson,SEA,L 15-20,0,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
BN,D. Parker,NE,W 22-12,0,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
BN,J. Crowder,@LAR,L 23-20,9.6,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
BN,G. Kittle,@DAL,W 33-41,0,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
BN,A. Cardinals,PHI,W 33-26,15,2020,15,TheRealBauer,116.54,Speasy,120.06,Bauer,Speasy
QB,L. Jackson,JAX,W 40-14,27.22,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
RB,A. Kamara,KC,L 29-32,16.9,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
RB,J. Robinson,@BAL,W 14-40,12.8,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
WR,J. Jefferson,CHI,L 27-33,14.4,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
WR,C. Kupp,NYJ,L 20-23,6.4,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
TE,D. Goedert,@ARI,W 26-33,5.9,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
FLEX,K. Drake,LAC,L 27-30,5,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
FLEX,D. Moore,@GB,W 16-24,16.2,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
K,M. Gay,NYJ,L 20-23,10,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
DEF,S. Seahawks,@WAS,L 20-15,10,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
BN,T. Hill,KC,L 29-32,6.3,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
BN,L. Murray,KC,L 29-32,9.9,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
BN,R. Jones,@ATL,L 31-27,0,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
BN,D. Henderson,NYJ,L 20-23,0.8,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
BN,T. Boyd,PIT,W 27-17,0,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
BN,W. Football Team,SEA,L 15-20,3,2020,15,Hubner,124.82,AllTimeReadyPat,116.2,Hubner,Patrick
QB,P. Mahomes,@NO,L 32-29,23.86,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
RB,D. Cook,CHI,L 27-33,24.4,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
RB,D. Montgomery,@MIN,L 33-27,28.7,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
WR,T. Hill,@NO,L 32-29,14.4,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
WR,D. Metcalf,@WAS,L 20-15,6.8,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
TE,T. Hockenson,@TEN,W 25-46,-0.2,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
FLEX,R. Gage,TB,L 27-31,15.3,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
FLEX,D. Swift,@TEN,W 25-46,19.2,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
K,H. Butker,@NO,L 32-29,5,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
DEF,L. Rams,NYJ,L 20-23,3,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
BN,N. Hines,HOU,W 27-20,6.4,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
BN,C. Samuel,SEA,L 15-20,5.8,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
BN,T. Patrick,BUF,L 19-48,2.9,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
BN,K. Coutee,@IND,W 20-27,10.8,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
BN,J. Graham,@MIN,L 33-27,3.5,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
BN,I. Colts,HOU,W 27-20,13,2020,15,MarkusEXperte,140.46,StumpfistTrumpf,143.62,Markus,Stumpf
QB,R. Wilson,@WAS,L 20-15,12.04,2020,15,MKx,104.44,Hammichan,102.62,Marc,Ha
RB,C. Carson,@WAS,L 20-15,7.9,2020,15,MKx,104.44,Hammichan,102.62,Marc,Ha
RB,D. Dallas,@WAS,L 20-15,0,2020,15,MKx,104.44,Hammichan,102.62,Marc,Ha
