pos,player,opp,status,points,year,week,team,team_score,team_away,team_away_score,team_manager,team_away_manager
BN,J. Brown,@PIT,W 26-14,19.4,2018,4,DJ-CMC,96.72,Frodo's Homos,145.16,Tobsenheimi,Bauer
BN,W. Fuller,@IND,W 37-34,12.9,2018,4,DJ-CMC,96.72,Frodo's Homos,145.16,Tobsenheimi,Bauer
BN,C. McCaffrey,BYE,BYE,0,2018,4,DJ-CMC,96.72,Frodo's Homos,145.16,Tobsenheimi,Bauer
QB,P. Mahomes,JAX,W 30-14,15.82,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
RB,M. Lynch,@LAC,L 10-26,5.1,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
RB,E. Elliott,@HOU,L 16-19,11.9,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
WR,D. Adams,@DET,L 23-31,24.5,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
WR,S. Diggs,@PHI,W 23-21,16.6,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
TE,T. Burton,BYE,BYE,0,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
FLEX,J. Conner,ATL,W 41-17,32.5,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
K,D. Bailey,@PHI,W 23-21,9,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
DEF,Panthers DEF,NYG,W 33-31,12,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
BN,J. Edelman,IND,W 38-24,9.2,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
BN,D. Freeman,@PIT,L 17-41,5.1,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
BN,C. Davis,@BUF,L 12-13,6.9,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
BN,R. Freeman,@NYJ,L 16-34,6.2,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
BN,K. Johnson,GB,W 31-23,9.5,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
BN,Bears DEF,BYE,BYE,0,2018,5,Unlimited Power,127.42,Goldcity,113.54,Hubner,Hagen
QB,C. Wentz,MIN,L 21-23,21.04,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
RB,B. Powell,DEN,W 34-16,7.9,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
RB,M. Gordon,LV,W 26-10,20,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
WR,J. Jones,@PIT,L 17-41,8.7,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
WR,M. Jones,GB,W 31-23,7.3,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
TE,Z. Ertz,MIN,L 21-23,22,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
FLEX,M. Crabtree,@CLE,L 9-12,9.6,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
K,C. Boswell,ATL,W 41-17,4,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
DEF,Vikings DEF,@PHI,W 23-21,13,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
BN,P. Garcon,ARI,L 18-28,7.2,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
BN,J. Cook,@LAC,L 10-26,4,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
BN,K. Benjamin,JAX,W 30-14,1.6,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
BN,J. Garoppolo,ARI,L 18-28,0,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
BN,M. Mack,@NE,L 24-38,0,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
BN,R. Penny,LAR,L 31-33,0,2018,5,Goldcity,113.54,Unlimited Power,127.42,Hagen,Hubner
QB,J. Goff,@SEA,W 33-31,14.34,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
RB,M. Ingram,WAS,W 43-19,20.3,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
RB,A. Kamara,WAS,W 43-19,5.4,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
WR,B. Cooks,@SEA,W 33-31,0,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
WR,C. Ridley,@PIT,L 17-41,5.8,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
TE,T. Kelce,JAX,W 30-14,12.5,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
FLEX,A. Jeffery,MIN,L 21-23,4.9,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
K,M. Crosby,@DET,L 23-31,2,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
DEF,Texans DEF,DAL,W 19-16,7,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
BN,T. Ginn,WAS,W 43-19,0,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
BN,R. Wilson,LAR,L 31-33,19.92,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
BN,T. Coleman,@PIT,L 17-41,4,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
BN,D. Funchess,NYG,W 33-31,7.3,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
BN,D. Cook,@PHI,W 23-21,0,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
BN,G. Zuerlein,@SEA,W 33-31,0,2018,5,Rui's Crew,72.24,RoadToGlory,108.58,Patrick,Andi
QB,C. Newton,NYG,W 33-31,16.38,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
RB,K. Drake,@CIN,L 17-27,21,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
RB,D. Henry,@BUF,L 12-13,5.6,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
WR,J. Nelson,@LAC,L 10-26,12.3,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
WR,A. Brown,ATL,W 41-17,25.1,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
TE,C. Clay,TEN,W 13-12,1.7,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
FLEX,K. Allen,LV,W 26-10,13.5,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
K,S. Gostkowski,IND,W 38-24,9,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
DEF,Eagles DEF,MIN,L 21-23,4,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
BN,C. Keenum,@NYJ,L 16-34,21.08,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
BN,R. Burkhead,IND,W 38-24,0,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
BN,M. Evans,BYE,BYE,0,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
BN,S. Shepard,@CAR,L 31-33,9.5,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
BN,E. Engram,@CAR,L 31-33,0,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
BN,T. Cohen,BYE,BYE,0,2018,5,RoadToGlory,108.58,Rui's Crew,72.24,Andi,Patrick
QB,A. Rodgers,@DET,L 23-31,28.68,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
RB,D. Johnson,@SF,W 28-18,20.1,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
RB,C. McCaffrey,NYG,W 33-31,17.8,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
WR,J. Brown,@CLE,L 9-12,7.8,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
WR,T. Boyd,MIA,W 27-17,6.4,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
TE,R. Gronkowski,IND,W 38-24,10.5,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
FLEX,A. Peterson,@NO,L 19-43,5.2,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
K,M. Bryant,@PIT,L 17-41,6,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
DEF,Cardinals DEF,@SF,W 28-18,21,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
BN,J. Landry,BAL,W 12-9,9.4,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
BN,A. Robinson,BYE,BYE,0,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
BN,W. Fuller,DAL,W 19-16,2.5,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
BN,M. Williams,LV,W 26-10,6.3,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
BN,P. Lindsay,@NYJ,L 16-34,9.6,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
BN,N. Hines,@NE,L 24-38,12.5,2018,5,DJ-CMC,123.48,mod s0beit,97.32,Tobsenheimi,Simon
QB,D. Brees,WAS,W 43-19,27.22,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
RB,D. Johnson,BAL,W 12-9,4.7,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
RB,A. Collins,@CLE,L 9-12,7.1,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
WR,A. Green,MIA,W 27-17,14.2,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
WR,K. Golladay,GB,W 31-23,17.8,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
TE,J. Reed,@NO,L 19-43,2.6,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
FLEX,G. Tate,MIN,L 21-23,6.7,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
K,H. Butker,JAX,W 30-14,12,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
DEF,Giants DEF,@CAR,L 31-33,5,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
BN,K. Rudolph,@PHI,W 23-21,6.6,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
BN,J. Gordon,IND,W 38-24,12,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
BN,L. Bell,ATL,W 41-17,0,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
BN,Q. Enunwa,DEN,W 34-16,0,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
BN,P. Barber,BYE,BYE,0,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
BN,C. Clement,MIN,L 21-23,0,2018,5,mod s0beit,97.32,DJ-CMC,123.48,Simon,Tobsenheimi
QB,B. Roethlisberger,ATL,W 41-17,21.6,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
RB,J. Mixon,MIA,W 27-17,19,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
RB,S. Michel,IND,W 38-24,17.5,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
WR,A. Cooper,@HOU,L 16-19,1.5,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
WR,M. Thomas,WAS,W 43-19,9.4,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
TE,G. Kittle,ARI,L 18-28,10.8,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
FLEX,S. Barkley,@CAR,L 31-33,26.9,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
K,W. Lutz,WAS,W 43-19,7,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
DEF,Ravens DEF,@CLE,L 9-12,11,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
BN,D. Thomas,DAL,W 19-16,19,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
BN,L. Fitzgerald,@SF,W 28-18,4.5,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
BN,I. Crowell,DEN,W 34-16,29.6,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
BN,J. Ajayi,MIN,L 21-23,1.9,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
BN,A. Jones,@DET,L 23-31,6.9,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
BN,Jaguars DEF,@KC,L 14-30,5,2018,5,Frodo's Homos,124.7,Master of Disaster,144.5,Bauer,Stumpf
QB,D. Watson,DAL,W 19-16,21,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
RB,C. Hyde,@KC,L 14-30,8.7,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
RB,T. Yeldon,@KC,L 14-30,22.2,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
WR,D. Hopkins,DAL,W 19-16,17.6,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
WR,C. Kupp,@SEA,W 33-31,18,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
TE,E. Ebron,@NE,L 24-38,27,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
FLEX,R. Woods,@SEA,W 33-31,17,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
K,J. Elliott,MIN,L 21-23,6,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
DEF,Patriots DEF,IND,W 38-24,7,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
BN,A. Smith,@NO,L 19-43,13.7,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
BN,D. Baldwin,LAR,L 31-33,0.6,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
BN,T. Montgomery,@CLE,L 9-12,4.3,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
BN,J. Howard,BYE,BYE,0,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
BN,L. Fournette,@KC,L 14-30,0,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
BN,C. Parkey,BYE,BYE,0,2018,5,Master of Disaster,144.5,Frodo's Homos,124.7,Stumpf,Bauer
QB,M. Ryan,@PIT,L 17-41,14.4,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
RB,K. Hunt RB,BYE,BYE,15.9,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
RB,C. Carson,LAR,L 31-33,13.2,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
WR,O. Beckham,@CAR,L 31-33,27.38,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
WR,T. Hill,JAX,W 30-14,10.7,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
TE,V. McDonald,ATL,W 41-17,1.1,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
FLEX,E. Sanders,@NYJ,L 16-34,11.7,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
K,J. Tucker,@CLE,L 9-12,9,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
DEF,Titans DEF,@BUF,L 12-13,7,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
BN,G. Olsen,NYG,W 33-31,0,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
BN,K. Cousins,@PHI,W 23-21,14.14,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
BN,T. Hilton,@NE,L 24-38,0,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
BN,L. Miller,DAL,W 19-16,0,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
BN,K. Stills,@CIN,L 17-27,2.7,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
BN,J. White,IND,W 38-24,18.7,2018,5,Leschke-Ultras,110.38,Die EXperten,124.74,Walter,Markus
QB,T. Brady,IND,W 38-24,27.54,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
RB,T. Gurley,@SEA,W 33-31,31.3,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
RB,M. Breida,ARI,L 18-28,12.6,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
WR,A. Thielen,@PHI,W 23-21,21.1,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
WR,J. Smith-Schuster,ATL,W 41-17,11.4,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
TE,J. Graham,@DET,L 23-31,10.6,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
FLEX,C. Thompson,@NO,L 19-43,9.2,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
K,R. Gould,ARI,L 18-28,0,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
DEF,Rams DEF,@SEA,W 33-31,1,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
BN,D. Jackson,BYE,BYE,0,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
BN,L. McCoy,TEN,W 13-12,11.8,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
BN,D. Lewis,@BUF,L 12-13,4.3,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
BN,P. Rivers,LV,W 26-10,21.36,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
BN,S. Watkins,JAX,W 30-14,10.8,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
BN,A. Ekeler,LV,W 26-10,12.4,2018,5,Die EXperten,124.74,Leschke-Ultras,110.38,Markus,Walter
QB,P. Mahomes,@NE,L 40-43,26.98,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
RB,E. Elliott,JAX,W 40-7,18.2,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
RB,J. Conner,@CIN,W 28-21,26.9,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
WR,D. Adams,SF,W 33-30,30.2,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
WR,S. Diggs,ARI,W 27-17,5.7,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
TE,T. Burton,@MIA,L 28-31,10.3,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
FLEX,M. Lynch,SEA,L 3-27,7.4,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
K,D. Bailey,ARI,W 27-17,10,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
DEF,Bears DEF,@MIA,L 28-31,5,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
BN,J. Edelman,KC,W 43-40,14.1,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
BN,M. Goodwin,@GB,L 30-33,27.1,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
BN,D. Freeman,TB,W 34-29,0,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
BN,C. Davis,BAL,L 0-21,2.9,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
BN,R. Freeman,LAR,L 20-23,2.2,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
BN,K. Johnson,BYE,BYE,0,2018,6,Unlimited Power,140.68,Frodo's Homos,116.66,Hubner,Bauer
QB,B. Roethlisberger,@CIN,W 28-21,21.06,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
RB,J. Mixon,PIT,L 21-28,16.4,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
RB,S. Barkley,PHI,L 13-34,33.4,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
WR,D. Thomas,BUF,W 20-13,13.2,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
WR,A. Cooper,JAX,W 40-7,0,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
TE,G. Kittle,@GB,L 30-33,5,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
FLEX,S. Michel,KC,W 43-40,22.6,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
K,C. Santos,@ATL,L 29-34,9,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
DEF,Jaguars DEF,@DAL,L 7-40,-4,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
BN,L. Fitzgerald,@MIN,L 17-27,6.4,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
BN,I. Crowell,IND,W 42-34,6.2,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
BN,M. Thomas,BYE,BYE,0,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
BN,G. Allison,SF,W 33-30,0,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
BN,A. Jones,SF,W 33-30,4.1,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
BN,W. Lutz,BYE,BYE,0,2018,6,Frodo's Homos,116.66,Unlimited Power,140.68,Bauer,Hubner
QB,D. Watson,BUF,W 20-13,5.28,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
RB,C. Hyde,@DAL,L 7-40,3.4,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
RB,T. Yeldon,@DAL,L 7-40,8.5,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
WR,D. Hopkins,BUF,W 20-13,14.8,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
WR,C. Kupp,@DEN,W 23-20,1.2,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
TE,E. Ebron,@NYJ,L 34-42,15,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
FLEX,R. Woods,@DEN,W 23-20,15.6,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
K,C. Parkey,@MIA,L 28-31,4,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
DEF,Patriots DEF,KC,W 43-40,-3,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
BN,A. Smith,CAR,W 23-17,15.82,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
BN,D. Baldwin,@LV,W 27-3,12.1,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
BN,T. Montgomery,@TEN,W 21-0,9.2,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
BN,J. Howard,@MIA,L 28-31,4.9,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
BN,L. Fournette,@DAL,L 7-40,0,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
BN,K. Coutee,BUF,W 20-13,4.8,2018,6,Master of Disaster,64.78,Leschke-Ultras,125.9,Stumpf,Walter
QB,M. Ryan,TB,W 34-29,27.5,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
RB,K. Hunt RB,BYE,BYE,27,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
RB,C. Carson,@LV,W 27-3,5.9,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
WR,O. Beckham,PHI,L 13-34,7.4,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
WR,T. Hill,@NE,L 40-43,35.7,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
TE,K. Rudolph,ARI,W 27-17,5.7,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
FLEX,J. White,KC,W 43-40,11.7,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
K,J. Tucker,@TEN,W 21-0,3,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
DEF,Titans DEF,BAL,L 0-21,2,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
BN,E. Sanders,LAR,L 20-23,21,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
BN,G. Olsen,@WAS,L 17-23,6.8,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
BN,K. Cousins,ARI,W 27-17,17.12,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
BN,T. Hilton,@NYJ,L 34-42,0,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
BN,L. Miller,BUF,W 20-13,8.1,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
BN,T. Lockett,@LV,W 27-3,9.5,2018,6,Leschke-Ultras,125.9,Master of Disaster,64.78,Walter,Stumpf
QB,J. Winston,@ATL,L 29-34,30.7,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
RB,D. Johnson,LAC,L 14-38,12.9,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
RB,A. Collins,@TEN,W 21-0,17.4,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
WR,A. Green,PIT,L 21-28,12,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
WR,Q. Enunwa,IND,W 42-34,-0.6,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
TE,J. Reed,CAR,W 23-17,6.1,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
FLEX,P. Barber,@ATL,L 29-34,18.6,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
K,H. Butker,@NE,L 40-43,17,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
DEF,Giants DEF,PHI,L 13-34,0,2018,6,mod s0beit,114.1,Die EXperten,132,Simon,Markus
